title;creators;translator;isbn13;isbn10;publisher;country;continent;language;type;group;labels;status;library
Μοντιλιάνι;Doris Krystof;;9789602356913;960235691X;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
’ννα Καρένινα  A';Leo Tolstoy;;9789601616124;9601616128;Πατάκης;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Anna Karenina B';Leo Tolstoy;;9789601616117;960161611X;Πατάκης;Russia;Europe;Greek;novel;;;Read;Piraeus Library
Ερωτευμένες Γυναίκες;David Herbert Lawrence;;9789604882878;9604882872;4π;United Kingdom;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Πόλεμος και Ειρήνη (Τόμος Α');Leo Tolstoy;;9789604882687;;4π;Russia;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Σάνσελορ;Jules Verne;;;;Αστήρ;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Το Aτμοκίνητο Σπίτι;Jules Verne;;9789604883516;9604883518;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Τζέιν Έιρ;Charlotte Bronte;;9789604882755;;4π;United Kingdom;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Οι ’θλιοι, Τόμος Β';Victor Hugo;;9789604882861;9604882864;4π;France;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
A Tale of Two Cities;Charles Dickens;;9780140623581;140623582;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Hard Times;Charles Dickens;;9780140623529;140623523;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
David Copperfield;Charles Dickens;;9780140623192;140623191;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Οι ’θλιοι, Τόμος 'Α;Victor Hugo;;9789604882854;9604882856;4π;France;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Emma;Jane Austen;;9780141335360;014133536X;Puffin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Northanger Abbey;Jane Austen;;9780140623802;140623809;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Η Παναγία των Παρισίων;Victor Hugo;;9789604882717;9604882716;Καθημερινή;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Μεγαλώνοντας μέσα στην ελληνική οικογένεια;Ματθαίος Γιωσαφάτ;;9789605276140;9605276143;Αρμός;Greece;Europe;Greek;phychology;;;Read;Aigio Library (Personal)
Persuasion;Jane Austen;;9780140623482;97801406234;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Mansfield Park;Jane Austen;;9780140623147;140623140;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Σαγκάλ;Ingo F. Walther, Rainer Metzger;;9789602357149;9602357142;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
The Main Paradigms of Contemporary Lithuanian Philosophy;Augustinas Dainys;;9789955206361;;Lietuvos Edukologijos Universiteto Leidykla;Lithuania;Europe;English;philosophy;;;Owned;Aigio Library (Personal)
Το Πορτρέτο του Ντόριαν Γκρέι-Η Σημασία του να είναι κανείς Σοβαρός-De profundis;Oscar Wilde;;9789604882762;9604882767;4π;Ireland;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Melancholijos Archipelagai;Arvydas Sliogeris;;9789955605546;;Apostrofa;Lithuania;Europe;Lithouanian;philosophy;;;Owned;Aigio Library (Personal)
Χόπερ;Rolf Renner;;9789602356890;9602356898;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Pride and Prejudice;Jane Austen;;9780140238211;140238212;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Λογική και Eυαισθησία;Jane Austen;;9789604882793;9604882791;4π;United Kingdom;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Ivanhoe;Sir Walter Scott;;9780141197982;141197986;Penguin Classics;United Kingdom;Europe;English;novel;;;Read;Aigio Library (Personal)
Περηφάνια και Προκατάληψη;Jane Austen;;9789604882779;;4π;United Kingdom;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Little Women;Louisa May Alcott;;9781402714580;1402714580;Sterling Juvenile;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Δρ. Τζέκιλ και  κος Χάιντ;Robert Louis Stevenson;;9789604882895;;4π;United Kingdom;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Κυρία Μπράνικαν;Jules Verne;;9789604882441;9604882449;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Μόμπι Ντικ;Herman Melville;;9789604882885;9604882880;4π;United States;North America;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Μπαλτύς;Gilles N?ret;;9789602356807;9602356804;Taschen;France;Europe;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Κλιμτ;Gilles N?ret;;9789602356760;9602356766;Taschen;France;Europe;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Μιχαήλ ’γγελος;Gilles N?ret;;9789602356722;9602356723;Taschen;France;Europe;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Ένας 15χρονος Πλοίαρχος;Jules Verne;;9789604882427;;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Οι Περιπέτειες του Τομ Σόγιερ-Οι Περιπέτειες του Χοκ Φιν;Mark Twain;;9789604882809;;4π;United States;North America;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Πόλεμος και Ειρήνη (Τόμος Β');Leo Tolstoy;;9789604882694;;4π;Russia;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Μυσά;Renate Ulmer;;9789602357033;9602357037;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Βελάσκεθ;Norbert Wolf;;9789602357194;9602357193;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Βαζαρελί;Magdalena Holzhey;;9789602357286;9602357282;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Αρχές Φιλοσοφίας;;;9789600624106;;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Ριβέρα;Andrea Kettenmann;;9789602357040;9602357045;Taschen;Germany;Europe;Greek;album;Taschen Artists;#art;Read;Piraeus Library
O Γέρος και η Θάλασσα;Ernest Hemingway;;9789602082270;9602082275;Ζαχαρόπουλος;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Για Ποιον Χτυπά η Καμπάνα;Ernest Hemingway;;9789600344066;960034406X;Καστανιώτης;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Τουλούζ Λωτρέκ;Matthias Arnold;;9789602357101;960235710X;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Ανεμοδαρμένη Ύψη;Emily Bronte;;9789604882786;9604882783;4π;United Kingdom;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Νανά;Emile Zola;;9789604882823;9604882821;4π;France;Europe;Greek;novel;World Literature 4π;;Read;Aigio Library (Personal)
Γκόγια;Rose-Marie Hagen;;9789602357057;9602357053;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Μπρέγκελ;Rose-Marie Hagen;;9789602356753;9602356758;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Κλέε;Susanna Partsch;;9789602357019;9602357010;Taschen;Germany;Europe;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Σεζάν;Ulrike Becks - Malorny;;9789602357354;9602357355;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Mατίς;Volkmar Essers;;9789602357170;9602357177;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Federico Fellini;Στάθης Βαλούκος;;9789603221999;9603221996;Αιγόκερως;Greece;Europe;Greek;album;;#cinema;Read;Piraeus Library
Alfred Hitchcock;Μπάμπης Ακτσόγλου;;9789603221746;9603221740;Αιγόκερως;Greece;Europe;Greek;album;;#cinema;Read;Piraeus Library
Από το Mύθο στο Λόγο;Wilhelm Nestle;;9789602357842;;Γνώση;Germany;Europe;Greek;philosophy;;;Read;Piraeus Library
The Prado Guide;;;9788484801665;8484801667;MUSEO DEL PRADO;;;Greek;album;;#art;Read;Piraeus Library
Ντύρερ;John Berger;;9789602357163;9602357169;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Βερμέερ;Norbert Schneider;;9789602357002;9602357002;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Ροντέν;Gilles N?ret;;9789602356982;9602356987;Taschen;France;Europe;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Καραβάτζιο;Gilles Lambert;;9789602356999;9602356995;Taschen;;;Greek;album;Taschen Artists;#art;Read;Piraeus Library
Ένας Τυχερός Λαχνός;Jules Verne;;;;ΡΕΚΟΣ;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Δύο Χρόνια Διακοπές, Α';Jules Verne;;9789604883240;;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Μαύρες Ινδίες. Ξεχειμώνιασμα στους πάγους;Jules Verne;;9789604882458;9604882457;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Γύρω από τη Σελήνη;Jules Verne;;9789604881581;9604881582;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Τα Παιδιά του Πλοιάρχου Γκραντ, Γ' Mέρος;Jules Verne;;9789604881574;;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Τα Παιδιά του Πλοιάρχου Γκραντ, Β' Mέρος;Jules Verne;;9789604881567;;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Τα Παιδιά του Πλοιάρχου Γκραντ, A' Mέρος;Jules Verne;;9789604881550;;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Ταξίδι στο Kέντρο της Γης;Jules Verne;;9789604881543;960488154;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Ο Γύρος του Κόσμου σε 80 Ημέρες;Jules Verne;;9789604881512;9604881515;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Πέντε Εβδομάδες μέσα σε ένα Αερόστατο;Jules Verne;;9789604881505;;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Από τη Γη στη Σελήνη;Jules Verne;;9789602402757;960240275X;Μίνωας;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Mιχαήλ Στρογκόφ;Jules Verne;;9789602402702;9602402709;Μίνωας;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Η Κοιλάδα του Φεγγαριού;Jack London;;;978962080604;Ζαχαρόπουλος;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Ευγενία Γκραντέ;Honore de Balzac;;9789604698974;9604698974;Βήμα;France;Europe;Greek;novel;Γαλλική Λογοτεχνία (Βήμα);;Read;Aigio Library (Personal)
Ταξίδι στην Ανατολή;Hermann Hesse;;;;Καστανιώτης;Germany;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Λύκος της Στέπας, O;Hermann Hesse;;9789603291268;9603291269;Γράμματα;Germany;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Χωρίς Οικογένεια;Hector Malot;;;;Στρατίκης;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Η Πολυάννα Μαμά;Harriet Lummis Smith;;;;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Η Πολυάννα Παντρεμένη;Harriet Lummis Smith;;;;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Η Μνηστή του Λούκυ Λουκ;Guy Vidal;;9789603212133;960321213X;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ουδέν Nεότερον από το Δυτικό Μέτωπο;Erich Maria Remarque;;9789605032708;9605032708;Βήμα;Germany;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Πολυάννα, το παιχνίδι της χαράς;Eleanor Porter;;;;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Η Πολυάννα Μεγαλώνει;Eleanor Porter;;;;’γκυρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Έγκλημα στο Εξπρές Οριάν;Αgatha Christie;;9789605170516;9605170515;Λυχνάρι;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Σάρα Μπερνάρ;Victor Hugo;;9789603211389;9603211389;Ζαχαρόπουλος;France;Europe;Greek;comics;;;Read;Aigio Library (Personal)
Η Γέφυρα του Μισισιπή;Xavier Fauche;;9789603211075;9603211079;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Πόνυ Εξπρές;Xavier Fauche;;9789603210689;9603210684;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Το ’λλοθι;Claude Guylouis;;9789603210597;9603210595;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Το Παλαιοπωλειο;Charles Dickens;;;;Αστήρ;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Δύσκολα Χρόνια;Charles Dickens;;9789608359314;9608369317;Ελευθεροτυπία;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Mεγάλες Προσδοκίες;Charles Dickens;;9789602080207;9602080205;Ζαχαρόπουλος;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Ο Ληστής με το ένα Χέρι;Bob de Groot;;9786185029289;;Μαμούθ Κόμικς;Belgium;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ο Mικρός Πρίγκιπας;Antoine de Saint-Exupery;;9789606000904;9606000907;Πατάκης;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Το Κόκκινο και το Μαύρο;Stendhal;;9789604698899;9604698893;Βήμα;France;Europe;Greek;novel;Γαλλική Λογοτεχνία (Βήμα);;Read;Aigio Library (Personal)
Σπουδή στο Κόκκινο / Το σήμα των Τεσσάρων;Sir Arthur Conan Doyle;;9789604883974;;4π;United Kingdom;Europe;Greek;short story collection;;;Read;Aigio Library (Personal)
Ο Μαθητής των Aθηνών;Andre Laurie;;;;’γκυρα;France;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Η Kυρία με τις Kαμέλιες;Alexandre Dumas Fils;;9789604698844;9604698842;Βήμα;France;Europe;Greek;novel;Γαλλική Λογοτεχνία (Βήμα);;Read;Aigio Library (Personal)
Τρεις Σωματοφύλακες, Οι (Β΄Τόμος);Alexandre Dumas;;9789604698882;9604698885;Βήμα;France;Europe;Greek;novel;Γαλλική Λογοτεχνία (Βήμα);;Read;Aigio Library (Personal)
Τρεις Σωματοφύλακες, Οι (Α΄Τόμος);Alexandre Dumas;;9789604698875;9604698877;Βήμα;France;Europe;Greek;novel;Γαλλική Λογοτεχνία (Βήμα);;Read;Aigio Library (Personal)
O Aστερίξ και η Xαλαλιμά;Albert Uderzo;;9789603210184;9603210188;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Οι Περιπέτειες του Σέρλοκ Χολμς (B' μέρος);Sir Arthur Conan Doyle;;9789604883967;;4π;United Kingdom;Europe;Greek;short story collection;;;Read;Aigio Library (Personal)
Οι Περιπέτειες του Σέρλοκ Χολμς (Α' μέρος);Sir Arthur Conan Doyle;;9789604883950;;4π;United Kingdom;Europe;Greek;short story collection;;;Read;Aigio Library (Personal)
O Γλάρος Ιωνάθαν Λίβινγκστον;Richard Bach;;9789603640677;9603640670;Διόπτρα;United States;North America;Greek;novel;;;Read;Aigio Library (Personal)
Ο Eλαφροχέρης;Rene Goscinny;;;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
09-Το μαγικό χαλί;Rene Goscinny;;;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Iznogoud;;Read;Aigio Library (Personal)
Ο Λευκός Ιππότης;Rene Goscinny;;9789603212140;9603212148;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Tο Σύρμα που Τραγουδάει;Rene Goscinny;;9789603212072;9603212075;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Στη Σκιά των Ντέρικ;Rene Goscinny;;9789603212003;9603212008;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Σύρματα στα Λιβάδια;Rene Goscinny;;9789603211693;9603211699;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
O Αστερίξ στους Ολυμπιακούς Αγώνες;Rene Goscinny;;9789603211679;9603211672;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Μαύροι Λόφοι;Rene Goscinny;;9789603211396;9603211397;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Tο Mεγάλο Tαξίδι;Rene Goscinny;;9789603211280;9603211281;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Καλάμιτυ Τζέην;Rene Goscinny;;9789603211174;9603211176;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ντάλτον Σίτυ;Rene Goscinny;;9789603211112;9603211117;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Με τη Θηλιά στο Λαιμό;Rene Goscinny;;9789603211105;9603211109;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ο Αστερίξ και οι Νορμανδοί;Rene Goscinny;;9789603210900;9603210900;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Tα Ξαδέλφια των Ντάλτον;Rene Goscinny;;9789603210672;9603210676;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Tο Tσίρκο;Rene Goscinny;;9789603210665;9603210668;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
20 Mεγάλες Aλήθειες για τη Zωή και το Σύμπαν;;;9786185112394;;Καθημερινή;;;Greek;magazine;;;Read;Aigio Library (Personal)
Εναντίον Τζος Τζέημον;Rene Goscinny;;9786185029494;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Θείος Πέτρος και η Εικασία του Γκόλντμπαχ, Ο;Απόστολος Δοξιάδης;;9789600329919;9600329915;Καστανιώτης;Greece;Europe;Greek;novel;;;Read;Piraeus Library
Το 20ο Σύνταγμα Iππικού;Rene Goscinny;;9786185029545;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Το Κρίνο στην Κοιλάδα;Honore de Balzac;;9789600324976;9600324972;Καστανιώτης;France;Europe;Greek;novel;;;Read;Piraeus Library
Σαραζίνος;Honore de Balzac;;9789602113042;;Νεφέλη;France;Europe;Greek;novella;;;Read;Piraeus Library
Η Κληρονομιά του Ρανταπλάν;Rene Goscinny;;9789603210030;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ο Αστερίξ και οι Γότθοι;Rene Goscinny;;9789603210054;9603210056;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Ο Αστερίξ στην Ισπανία;Rene Goscinny;;9789603210061;9603210064;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
O Mεγάλος Δούκας;Rene Goscinny;;9789603210108;9603210102;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
17-Η Επέτειος Του Ιζνογκούντ;Rene Goscinny;;9789603210139;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Iznogoud;;Read;Aigio Library (Personal)
Ο Αστερίξ και η Κλεοπάτρα;Rene Goscinny;;9789603210207;960321020X;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Tο Σιδερένιο ’λογο;Rene Goscinny;;9789603210214;9603210218;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Το Κοράκι;Rene Goscinny;;9789603210221;9603210226;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ο Μάντης;Rene Goscinny;;9789603210313;9603210315;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Η Κατοικία των Θεών;Rene Goscinny;;9789603210320;9603210323;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Aστερίξ ο Γαλάτης;Rene Goscinny;;9789603210498;9603210498;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Ο Αστερίξ στους Βέλγους;Rene Goscinny;;9789603210504;9603210501;Μαμούθ Κόμικς;France;Europe;Greek;comics;Asterix;;Read;Aigio Library (Personal)
Η Πόλη Φάντασμα;Rene Goscinny;;9789603210535;9603210536;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Oι Aντίπαλοι;Rene Goscinny;;9789603210603;9603210609;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
19-Η Παγίδα Της Σειρήνας;Rene Goscinny;;9789603210627;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Iznogoud;;Read;Aigio Library (Personal)
Μαμά Nταλτον;Rene Goscinny;;9786185029418;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Τζέσσε Τζαίημς;Rene Goscinny;;9786185029296;6185029294;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Μπίλλυ ο Τρομερός;Rene Goscinny;;9786185029258;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Το Τρυφερό Πόδι;Rene Goscinny;;9786185029241;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ο Αλχημιστής;Paulo Coelho;;9789602366493;9602366494;Λιβάνης;Brazil;South America;Greek;novel;;;Read;Aigio Library (Personal)
Mary poppins;P. L. Travers;;;;’γκυρα;United Kingdom;Europe;Greek;novel;;;Read;Aigio Library (Personal)
O Mακ στους Iνδιάνους;Morris;;9789603211815;9603211818;Μαμούθ Κόμικς;Belgium;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Το Ελιξήριο;Morris;;9789603210696;9603210692;Μαμούθ Κόμικς;Belgium;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
O Kλόουν;Morris;;9789603210252;9603210250;Μαμούθ Κόμικς;Belgium;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ο Τεντέν στην Αμερική;Herg?;;9789603210337;9603210331;Μαμούθ Κόμικς;Belgium;Europe;Greek;comics;;;Read;Aigio Library (Personal)
Να ζεις, ν'αγαπάς και να μαθαίνεις;Leo Buscaglia;;9789602751817;9602751819;Γλάρος;Italy;Europe;Greek;phychology;;;Read;Aigio Library (Personal)
O ’νθρωπος από τη Ουάσινγκτον;Laurent Gerra;;9789603214878;9603214876;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Oι Nτάλτον στην Kρεμάλα;Laurent Gerra;;9789603214625;9603214620;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Η Ωραία Προβένς;Laurent Gerra;;9789603214076;9603214078;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Ο Γεροστάθης;Λέων Μελάς;;;;Αστήρ;Greece;Europe;Greek;novel;;;Read;Aigio Library (Personal)
Βορράς Eναντίον Νότου;Jules Verne;;9789604883509;960488350;4π;France;Europe;Greek;novel;Jules Verne 4π;;Read;Aigio Library (Personal)
Rembrant;Lionello Puppi;;9780500410332;050041033X;Thames & Hudson Ltd;Italy;Europe;English;album;;#art;Read;Aigio Library (Personal)
Michelangelo: Painting;Luciano Bellosi;;9780500410462;500410461;Thames & Hudson Ltd;Italy;Europe;English;album;;#art;Read;Aigio Library (Personal)
Goya;Margherita Abbruzzese;;9780500410066;500410062;Thames & Hudson Ltd;Italy;Europe;English;album;;#art;Read;Aigio Library (Personal)
Gauguin;Guiseppe Marchiori;;9780500410080;500410089;Thames & Hudson Ltd;Italy;Europe;English;album;;#art;Read;Aigio Library (Personal)
Νταίηζυ Τάουν;Rene Goscinny;;9786185029128;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
To Καραβάνι;Rene Goscinny;;9786185029449;;Μαμούθ Κόμικς;France;Europe;Greek;comics;Lucky Luke;;Read;Aigio Library (Personal)
Οδύσσεια;;;9789604120512;9604120514;Παπαδόπουλος;;;Greek;kids;;#mythology;Read;Aigio Library (Personal)
Αντιγόνη-Φιλοκτήτης;;;9789600623390;9600623392;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Αρριανού Αλεξάνδρου Ανάβαση;;;9789600621532;;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Ανθολόγιο Φιλοσοφικών Κειμένων;;;9789600620672;9600620679;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Αριστοφάνη Όρνιθες Γ΄ γυμνασίου;;;9789600619386;9600619387;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Δραματική Ποίηση, Ευριπίδη - Ελένη;;;9789600619362;9600619360;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Λεξικό Λογοτεχνικών Όρων;;;9789600607956;9600607958;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Ιστορία της Νεοελληνικής Λογοτεχνίας;;;9789600619171;9600619174;ΟΕΔΒ;;;Greek;school textbook;;;Not Applicable;Aigio Library (Personal)
Η Χιονάτη και άλλα Παραμύθια;;;9789607261113;9607261119;Στρατίκης;;;Greek;kids;;;Read;Aigio Library (Personal)
O Παπουτσωμένος Γάτος;;;9789605397500;9605397501;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Xάιντι;;;9789605397494;9605397498;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Η Λίμνη των Κύκνων;;;9789605397470;9605397471;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
Ο Αλί Μπαμπά και οι 40 Κλέφτες;;;9789605397463;9605397463;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
O Mαγικός Aυλός;;;9789605397449;9605397447;Μοντέρνοι Καιροί;;;Greek;kids;;;Read;Aigio Library (Personal)
